City ID,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
268,Nouadhibou,36,MR,1630002968,83,20.931,-17.0347,73.38,23.02
269,Brownsville,75,US,1630002837,63,25.9018,-97.4975,93.97,4.0
270,Mahébourg,40,MU,1630002969,73,-20.4081,57.7,70.09,9.22
271,Fort Nelson,40,CA,1630002969,63,58.8053,-122.7002,63.99,0.0
272,Ancud,99,CL,1630002969,63,-41.8697,-73.8203,48.42,8.72
273,Kitui,0,KE,1630002970,44,-1.367,38.0106,66.09,12.26
274,Mahibadhoo,99,MV,1630002970,75,3.7833,72.9667,82.89,13.31
275,Urzhum,18,RU,1630002971,83,57.1141,49.9996,49.71,6.89
276,Labuhan,79,ID,1630002971,76,-6.8844,112.2051,74.16,8.75
277,Cururupu,43,BR,1630002972,70,-1.8283,-44.8683,84.31,6.76
278,Ekhabi,100,RU,1630002972,98,53.5102,142.9671,59.5,2.21
279,Xiaoyi,0,CN,1630002972,67,34.6178,109.703,66.87,2.46
280,Esil,0,KZ,1630002973,34,51.9556,66.4042,71.42,8.59
281,Nemuro,100,JP,1630002973,99,43.3236,145.575,61.25,6.02
282,Inhambane,20,MZ,1630002973,83,-23.865,35.3833,73.38,9.22
283,Sānwer,100,IN,1630002974,88,22.9833,75.8333,75.85,6.71
284,Kasiri,100,SL,1630002974,86,8.9412,-13.1148,77.58,6.98
285,Margate,100,GB,1630002681,64,51.3813,1.3862,63.3,5.99
286,Ambulu,40,ID,1630002975,89,-8.345,113.6058,69.84,3.2
287,George Town,20,MY,1630002975,88,5.4112,100.3354,80.89,2.3
288,Port Hedland,100,AU,1630002976,77,-20.3167,118.5667,60.85,1.14
289,Rawson,40,AR,1630002976,93,-43.3002,-65.1023,37.69,20.71
290,Nampula,0,MZ,1630002976,68,-15.1165,39.2666,73.35,8.05
291,Kindu,26,CD,1630002977,54,-2.95,25.95,79.47,0.58
292,Karhal,100,IN,1630002977,65,27.0003,78.9414,86.68,6.2
293,Clearlake,0,US,1630002977,24,38.9582,-122.6264,89.26,2.57
294,Voh,78,NC,1630002978,90,-20.9667,164.7,67.95,4.81
295,Saint-Augustin,100,CA,1630002978,81,51.226,-58.6502,59.74,4.36
296,Dingle,65,PH,1630002978,93,10.9995,122.6711,73.45,4.79
297,Tokur,100,RU,1630002979,95,53.1333,132.9,52.95,1.68
298,Albstadt,90,DE,1630002979,96,48.2164,9.026,55.83,5.35
299,Flinders,100,AU,1630002979,84,-34.5833,150.8552,54.18,1.01
300,San Cristobal,100,VE,1630002980,48,7.7669,-72.225,80.78,7.25
301,Tres Arroyos,93,AR,1630002980,45,-38.3739,-60.2798,52.65,22.66
302,Fairbanks,90,US,1630002980,92,64.8378,-147.7164,53.1,5.75
303,Kyaikkami,100,MM,1630002981,88,16.08,97.5675,78.24,8.52
304,Broken Hill,19,AU,1630002981,81,-31.95,141.4333,40.71,0.0
305,Pacocha,56,PE,1630002982,72,-17.5833,-71.3333,62.13,9.26
306,Port Lincoln,33,AU,1630002982,71,-34.7333,135.8667,48.29,12.88
307,A Coruña,100,ES,1630002982,86,43.3713,-8.396,72.48,1.01
308,Cidreira,100,BR,1630002983,85,-30.1811,-50.2056,57.43,7.25
309,Bara,100,NG,1630002983,75,10.3744,10.7288,77.9,4.61
310,Cabo San Lucas,20,MX,1630002760,61,22.8909,-109.9124,98.62,10.36
311,Batagay-Alyta,100,RU,1630002983,81,67.8006,130.4114,50.9,3.89
312,Barguzin,100,RU,1630002984,75,53.6167,109.6167,50.36,2.06
313,Ankara,0,TR,1630002984,29,39.9199,32.8543,78.19,1.14
314,Codrington,11,AU,1630002985,95,-38.2667,141.9667,39.52,6.15
315,Juneau,90,US,1630002912,88,58.3019,-134.4197,61.84,6.91
316,Mumbwa,0,ZM,1630002985,26,-14.9783,27.0619,69.51,5.48
317,Vestmanna,90,FO,1630002986,100,62.1564,-7.1664,50.92,1.14
318,Seymchan,100,RU,1630002795,96,62.8833,152.4333,53.13,1.9
319,Alpignano,0,IT,1630002986,61,45.102,7.5266,78.39,3.44
320,Bathsheba,40,BB,1630002986,66,13.2167,-59.5167,88.41,18.41
321,Aklavik,75,CA,1630002987,77,68.2191,-135.0107,59.83,8.05
322,Bouillante,20,GP,1630002987,60,16.1304,-61.7692,87.03,12.59
323,Poso,100,ID,1630002987,91,-1.3959,120.7524,75.27,2.91
324,At-Bashi,48,KG,1630002988,49,41.1702,75.8106,55.81,2.1
325,Klaksvík,100,FO,1630002989,94,62.2266,-6.589,52.72,0.94
326,Sabla,15,NG,1630002989,60,12.7525,4.7077,83.8,3.4
327,Kyshtovka,0,RU,1630002989,76,56.555,76.6271,64.85,6.51
328,Skibotn,61,NO,1630002990,70,69.3913,20.2679,53.69,2.19
329,Behshahr,1,IR,1630002990,80,36.6923,53.5526,84.15,4.18
330,Vanimo,88,PG,1630002990,91,-2.6741,141.3028,76.33,6.13
331,Rabo de Peixe,20,PT,1630002991,60,37.8,-25.5833,71.11,9.22
332,Vila,64,PT,1630002991,64,42.0304,-8.1588,70.7,2.89
333,Dondo,0,MZ,1630002991,93,-19.6094,34.7431,71.11,6.62
334,Nyurba,100,RU,1630002992,75,63.2842,118.3319,49.73,8.84
335,Imeni Poliny Osipenko,100,RU,1630002992,96,52.4201,136.4853,58.91,5.75
336,Antalaha,0,MG,1630002992,80,-14.9003,50.2788,66.4,8.57
337,Prince Rupert,90,CA,1630002993,91,54.3161,-130.3201,59.09,3.44
338,Hasaki,77,JP,1630002993,86,35.7333,140.8333,79.2,2.15
339,Meulaboh,99,ID,1630002994,90,4.1363,96.1285,76.17,3.53
340,Longyearbyen,75,SJ,1630002994,87,78.2186,15.6401,42.64,19.57
341,Kaeo,100,NZ,1630002994,92,-35.1,173.7833,57.33,11.83
342,Saquarema,6,BR,1630002925,51,-22.92,-42.5103,87.84,4.29
343,Vostok,7,RU,1630002995,96,46.4856,135.8833,56.89,4.85
344,Örnsköldsvik,90,SE,1630002995,82,63.2909,18.7153,55.22,10.36
345,Ilhabela,100,BR,1630002996,61,-23.7781,-45.3581,78.42,5.17
346,Sakakah,0,SA,1630002996,9,29.9697,40.2064,101.77,7.38
347,Moguer,4,ES,1630002996,61,37.2756,-6.8385,85.87,11.01
348,Acajutla,51,SV,1630002997,73,13.5928,-89.8275,93.54,6.02
349,Itamaraju,4,BR,1630002997,53,-17.0392,-39.5311,80.28,10.63
350,Umeå,75,SE,1630002997,71,63.8284,20.2597,53.53,9.22
351,Krasnosel'kup,100,RU,1630002998,94,65.7,82.4667,61.45,17.07
352,Paamiut,24,GL,1630002998,89,61.994,-49.6678,43.59,15.9
353,Walvis Bay,0,NA,1630002998,82,-22.9575,14.5053,57.09,13.8
354,Khor,25,RU,1630002999,94,47.8861,134.9464,60.87,2.17
355,Oodweyne,95,SO,1630002999,36,9.4092,45.064,80.69,17.47
356,Harper,100,LR,1630003000,86,4.375,-7.7169,77.45,5.28
357,Kyra,100,RU,1630003000,86,49.5776,111.9753,51.17,5.61
358,Baruun-Urt,100,MN,1630003000,94,46.6806,113.2792,49.42,10.36
359,Puerto del Rosario,20,ES,1630003001,78,28.5004,-13.8627,78.48,13.8
360,Hunucmá,0,MX,1630003001,36,21.0167,-89.8667,94.08,9.42
361,Gallup,1,US,1630002711,27,35.5281,-108.7426,88.56,1.99
362,Dhārchula,100,IN,1630003002,96,29.85,80.5333,73.63,0.92
363,Canatlán,48,MX,1630003002,47,24.5167,-104.7833,70.45,8.77
364,Laval,40,CA,1630002843,45,45.57,-73.692,92.91,5.99
365,Pangnirtung,75,CA,1630003003,87,66.1451,-65.7125,44.6,14.97
366,Srandakan,21,ID,1630003003,81,-7.9386,110.2506,72.48,3.0
367,Moose Factory,90,CA,1630003003,62,51.2585,-80.6094,57.2,12.66
368,Behbahān,0,IR,1630003004,10,30.5959,50.2417,97.92,2.77
369,Vanavara,19,RU,1630003004,82,60.34,102.2797,46.53,3.56
370,Shelburne,3,CA,1630003004,42,44.0787,-80.2041,87.24,6.89
371,Bira,37,RU,1630003005,97,49.0,132.4667,59.11,1.21
372,Champerico,100,GT,1630003005,73,14.3,-91.9167,90.77,7.47
373,Bang Saphan,100,TH,1630003005,93,11.2126,99.5117,75.33,5.17
374,Wamba,100,NG,1630003006,91,8.9333,8.6,73.72,2.89
375,San Matías,85,BO,1630003006,20,-16.3667,-58.4,93.65,4.97
376,Sulangan,100,PH,1630003007,77,11.1373,123.7228,81.52,7.72
377,Padang,38,ID,1630003007,88,-0.9492,100.3543,75.25,3.6
378,Grindavik,90,IS,1630003008,100,63.8424,-22.4338,55.35,19.57
379,Alyangula,19,AU,1630002977,88,-13.8483,136.4192,57.07,0.0
380,Aksu,8,CN,1630003008,37,41.1231,80.2644,74.05,2.33
381,Conceição do Araguaia,0,BR,1630003008,28,-8.2578,-49.2647,98.73,8.05
382,Manicoré,0,BR,1630003009,39,-5.8092,-61.3003,98.55,6.91
383,Ürümqi,0,CN,1630003009,33,43.801,87.6005,70.75,8.95
384,Bella Vista,1,US,1630003009,53,36.4295,-94.2316,96.12,0.0
385,Elizabeth City,1,US,1630003010,67,36.2946,-76.2511,94.01,5.01
386,Novoagansk,100,RU,1630003010,91,61.9449,76.6625,61.93,7.94
387,Molde,20,NO,1630003011,58,62.7375,7.1591,59.45,12.66
388,Potchefstroom,2,ZA,1630002751,39,-26.7167,27.1,64.65,10.94
389,Marshall,1,US,1630002814,66,34.3834,-86.3333,91.81,1.01
390,Nsanje,0,MW,1630003011,44,-16.92,35.262,77.14,5.12
391,Sorong,56,ID,1630003012,85,-0.8833,131.25,77.18,5.97
392,Ketchikan,90,US,1630003012,94,55.3422,-131.6461,55.87,5.75
393,Laas,93,IT,1630003012,76,46.6166,10.7002,67.91,6.11
394,Naliya,100,IN,1630003013,70,23.2667,68.8333,81.79,19.26
395,Belyy Yar,0,RU,1630003013,87,53.6039,91.3903,48.09,4.47
396,Tual,46,ID,1630003013,80,-5.6667,132.75,80.17,19.19
397,Yerbogachën,19,RU,1630003014,86,61.2767,108.0108,43.75,4.0
398,Xingtai,27,CN,1630003014,74,37.0631,114.4942,67.55,7.45
399,Cervo,100,ES,1630003014,86,43.6702,-7.4101,71.96,8.43
400,Malanje,100,AO,1630003015,76,-9.5402,16.341,71.08,8.28
401,Plyussa,100,RU,1630003015,89,58.4308,29.3654,53.87,8.77
402,Dinard,75,FR,1630003016,82,48.6314,-2.0614,65.68,8.05
403,Wanning,26,CN,1630003016,87,18.8003,110.3967,78.96,2.89
404,Dzerzhinskoye,63,RU,1630003016,94,56.8344,95.2283,60.39,0.74
405,Tatarsk,0,RU,1630003017,66,55.219,75.9828,65.8,7.29
406,Gopālpur,100,IN,1630003017,73,19.2667,84.9167,84.56,1.14
407,Okha,100,RU,1630003017,98,53.5739,142.9478,59.5,2.95
408,La Ronge,75,CA,1630003018,48,55.1001,-105.2842,64.65,8.05
409,Miranda de Ebro,8,ES,1630003018,60,42.6865,-2.947,86.43,5.19
410,Port Hardy,90,CA,1630003019,94,50.6996,-127.4199,59.18,8.05
411,Krasnaya Gora,100,RU,1630003019,95,52.9995,31.6023,60.71,4.07
412,Gizo Government Station,100,SB,1630003019,76,-8.103,156.8419,81.7,11.18
413,Carora,100,VE,1630003020,30,10.1755,-70.0827,96.84,8.97
414,Evanston,75,US,1630003020,59,42.0411,-87.6901,92.1,1.99
415,Mount Gambier,40,AU,1630003021,100,-37.8333,140.7667,40.91,0.0
416,Liaocheng,100,CN,1630003021,78,36.4439,115.9647,66.15,10.76
417,Aljezur,0,PT,1630003021,86,37.3191,-8.8033,66.0,5.99
418,Hay River,40,CA,1630003022,46,60.8156,-115.7999,73.38,4.61
419,Baykit,56,RU,1630003022,79,61.67,96.37,48.67,2.37
420,Awjilah,0,LY,1630003022,24,29.1081,21.2869,87.91,8.66
421,Basco,100,PH,1630003023,76,20.4487,121.9702,84.09,15.1
422,Matagami,90,CA,1630003023,77,49.7502,-77.6328,57.31,13.8
423,Anadyr,0,RU,1630003024,93,64.75,177.4833,32.5,6.71
424,Lata,0,PT,1630003024,69,40.1629,-8.3327,81.05,4.52
425,Tarko-Sale,92,RU,1630003024,93,64.9225,77.785,62.35,16.91
426,Mayo,84,US,1630003025,75,38.8876,-76.5119,96.28,1.01
427,Kargasok,11,RU,1630003025,79,59.0556,80.8572,64.63,7.36
428,Bilibino,100,RU,1630002739,89,68.0546,166.4372,41.47,1.97
429,Honiara,99,SB,1630003026,82,-9.4333,159.95,75.61,6.44
430,Kolosovka,6,RU,1630003026,64,56.4678,73.611,66.97,6.6
431,Ullapool,6,GB,1630003027,70,57.8987,-5.1604,63.36,4.56
432,Morros,71,BR,1630003027,17,-9.4467,-46.3003,98.53,4.12
433,Shimanovsk,100,RU,1630003027,97,52.0,127.7,60.89,4.52
434,Aripuanã,81,BR,1630003028,21,-9.1667,-60.6333,102.65,3.06
435,Conselheiro Pena,24,BR,1630003028,34,-19.1722,-41.4722,87.4,7.76
436,Kondinskoye,100,RU,1630003028,92,59.6481,67.41,57.34,3.6
437,Gao,98,ML,1630003029,47,16.6362,1.637,87.71,2.59
438,Pringsewu,13,ID,1630003029,96,-5.3582,104.9744,71.35,2.51
439,Dunedin,100,NZ,1630002999,85,-45.8742,170.5036,44.8,7.0
440,Ripky,100,UA,1630003029,96,51.801,31.0838,59.11,3.11
441,Darhan,100,MN,1630003030,79,49.4867,105.9228,51.51,3.09
442,Tebingtinggi,100,ID,1630003030,96,3.3285,99.1625,77.05,3.53
443,Kikwit,84,CD,1630003031,44,-5.041,18.8162,84.34,3.0
444,Iqaluit,75,CA,1630003031,75,63.7506,-68.5145,42.53,4.61
445,Bonnyville,10,CA,1630003032,39,54.2668,-110.735,67.32,16.06
446,Chimbarongo,0,CL,1630002858,59,-34.7,-71.05,59.38,7.83
447,Bad Ems,88,DE,1630003032,86,50.3333,7.7167,64.92,6.06
448,Santarém,20,BR,1630003033,55,-2.4431,-54.7083,89.73,6.91
449,Sumbe,100,AO,1630003033,85,-11.2061,13.8437,70.97,2.93
450,Martinsville,40,US,1630003034,58,36.6915,-79.8725,94.15,3.44
451,Saint-Joseph,24,RE,1630003034,77,-21.3667,55.6167,66.58,14.88
452,Yeppoon,0,AU,1630003034,74,-23.1333,150.7333,47.98,3.87
453,Miquelon,61,PM,1630003035,80,47.0975,-56.3814,62.6,17.11
454,Talcahuano,20,CL,1630003035,62,-36.7167,-73.1167,56.88,11.5
455,Ustka,65,PL,1630003035,76,54.5805,16.8619,55.04,2.62
456,Hopkinsville,0,US,1630003036,64,36.8656,-87.4886,94.62,4.85
457,Tezu,100,IN,1630003036,97,27.9167,96.1667,73.69,3.18
458,Tahe,100,CN,1630003037,99,52.3333,124.7333,58.87,4.34
459,Aswān,0,EG,1630003037,15,24.0934,32.907,97.9,13.8
460,Tiznit Province,4,MA,1630003037,61,29.5833,-9.5,74.25,5.35
461,Roncesvalles,100,CO,1630003038,75,4.0108,-75.6049,61.88,4.5
462,Golakganj,100,IN,1630003038,96,26.1,89.8333,77.5,4.12
463,Province of Trapani,40,IT,1630003039,89,37.8333,12.6667,80.78,10.36
464,Lingao,6,CN,1630003039,87,19.9103,109.6859,79.2,10.65
465,Polovinnoye,71,RU,1630003039,38,54.7914,65.9864,69.94,0.69
466,Miyako,87,JP,1630003040,94,39.6367,141.9525,73.4,1.39
467,Ubari,0,LY,1630003040,15,26.5921,12.7805,89.71,9.62
468,Bojnourd,0,IR,1630003040,64,37.4747,57.329,69.75,2.3
469,Teluknaga,20,ID,1630003041,83,-6.0989,106.6381,78.84,3.44
470,Paracuru,1,BR,1630003041,63,-3.41,-39.0306,86.02,18.05
471,Del Rio,75,US,1630002940,45,29.3627,-100.8968,96.42,5.75
472,Copiapó,0,CL,1630002841,24,-27.3667,-70.3333,58.69,7.2
473,Tsimmerbude,51,RU,1630003042,88,54.675,20.1347,60.85,5.03
474,Kūstī,100,SD,1630003042,66,13.1629,32.6635,81.28,5.88
475,Emba,16,KZ,1630003043,25,48.8264,58.1442,80.44,7.76
476,Shimoda,100,JP,1630003043,83,34.6667,138.95,80.44,3.4
477,Acapulco de Juárez,75,MX,1630002893,58,16.8634,-99.8901,87.62,10.36
478,Novaya Lyalya,6,RU,1630003043,80,59.055,60.599,49.64,4.72
479,Caravelas,0,BR,1630003044,68,-17.7125,-39.2481,77.41,10.16
480,Merauke,100,ID,1630003044,90,-8.4667,140.3333,76.21,11.23
481,Agia Marina,0,GR,1630003044,74,37.75,23.5333,85.17,3.36
482,Bealanana,2,MG,1630003045,96,-14.55,48.7333,50.5,4.47
483,Røros,75,NO,1630003045,76,62.5747,11.3842,48.04,5.75
484,Waingapu,92,ID,1630003046,81,-9.6567,120.2641,74.95,6.73
485,Buraidah,0,SA,1630002971,9,26.326,43.975,97.25,11.54
486,Major Isidoro,100,BR,1630003046,59,-9.5322,-36.985,79.48,12.66
487,Ust'-Ordynskiy,100,RU,1630003046,74,52.805,104.7508,48.04,3.04
488,Safi,0,MA,1630002868,79,32.2994,-9.2372,71.67,13.22
489,Garden City,40,US,1630003047,56,42.3256,-83.331,93.88,5.01
490,Phonhong,97,LA,1630003047,94,18.5007,102.4166,74.75,1.72
491,Termez,0,UZ,1630003048,23,37.2242,67.2783,77.09,6.91
492,Canutama,18,BR,1630003048,16,-6.5339,-64.3831,107.56,2.77
493,Gamba,49,GA,1630003048,82,-2.65,10.0,75.33,6.4
494,Hilton Head,20,US,1630003049,75,32.2163,-80.7526,90.05,9.22
495,Christchurch,90,NZ,1630002989,86,-43.5333,172.6333,49.91,5.99
496,Luwingu,100,ZM,1630003049,30,-10.2621,29.9271,73.71,4.79
497,San Rafael,100,AR,1630003050,8,-34.6177,-68.3301,66.99,3.91
498,Nikita,96,UA,1630003050,68,44.5333,34.2333,63.73,4.25
499,Saint-François,20,FR,1630003050,68,46.4154,3.9054,68.41,10.36
500,San-Pédro,93,CI,1630003051,86,4.7485,-6.6363,75.78,3.13
501,Medford,1,US,1630003051,40,42.3265,-122.8756,76.6,3.44
502,Kil,75,SE,1630003051,94,59.5072,13.314,55.29,14.97
503,Grand-Santi,100,GF,1630003052,61,4.25,-54.3833,85.93,2.21
504,Rondonópolis,94,BR,1630003052,20,-16.4708,-54.6356,97.34,8.61
505,Berdigestyakh,66,RU,1630002789,95,62.0989,126.6992,48.67,4.72
506,Mattawa,100,US,1630003053,29,46.7379,-119.9028,79.66,13.47
507,Grand Gaube,3,MU,1630003053,71,-20.0064,57.6608,70.2,5.01
508,Jelgava,100,LV,1630003053,95,56.65,23.7128,55.44,6.87
509,Salaga,100,GH,1630003054,89,8.5508,-0.5188,76.15,0.38
510,Carahue,95,CL,1630003054,67,-38.7,-73.1667,50.2,5.1
511,Verkh-Usugli,100,RU,1630003054,81,52.7,115.1667,50.49,5.79
512,Mosetse,0,BW,1630003055,18,-20.75,26.65,74.53,8.7
513,Mitsamiouli,20,KM,1630003055,78,-11.3847,43.2844,75.49,3.44
514,Haines Junction,100,CA,1630003056,71,60.7522,-137.5108,51.75,0.0
515,Oneonta,18,US,1630002977,68,42.4529,-75.0638,93.11,1.01
516,Bouaflé,100,CI,1630003056,98,6.9904,-5.7442,80.62,3.24
517,Srednekolymsk,100,RU,1630003056,54,67.45,153.6833,52.29,10.31
518,Chaozhou,0,CN,1630003057,87,23.6651,116.6379,80.46,2.51
519,Najrān,6,SA,1630003057,21,17.4924,44.1277,88.45,4.52
520,Barra de Tecoanapa,100,MX,1630003057,65,16.5167,-98.75,86.2,8.48
521,Sosnovka,49,RU,1630003058,78,56.255,51.2842,51.91,5.57
522,Wanaka,100,NZ,1630003058,98,-44.7,169.15,44.11,2.48
523,Nadym,100,RU,1630003058,91,65.5333,72.5167,45.97,19.8
524,Poum,12,NC,1630003059,82,-20.2333,164.0167,72.46,11.54
525,Port Augusta,5,AU,1630003059,82,-32.5,137.7667,38.71,3.49
526,Nicoya,99,CR,1630003059,75,10.1483,-85.452,85.55,4.85
527,Lagoa,92,PT,1630003060,62,39.05,-27.9833,68.97,15.12
528,Tulu Bolo,28,ET,1630003060,90,8.6667,38.2167,56.08,2.86
529,Lindi,0,TZ,1630003061,88,-10.0,39.7167,71.04,3.44
530,Nabire,65,ID,1630003061,92,-3.3667,135.4833,75.06,2.8
531,Gurupá,93,BR,1630003061,54,-1.405,-51.64,88.75,1.81
532,Rāyagada,100,IN,1630003062,84,19.1667,83.4167,78.67,3.24
533,Black River,100,JM,1630003062,91,18.0264,-77.8487,75.2,21.81
534,Rānia,94,IN,1630003062,37,29.5333,74.8333,90.66,8.28
535,Dhidhdhoo,99,MV,1630003063,77,6.8833,73.1,82.6,17.6
536,Ferme-Neuve,0,CA,1630003063,37,46.7001,-75.4493,83.98,10.67
